,tweets,likes,location
1865,@OlaniranOfIkire 😂😂😂 Aturu can you?… low budget Mumu,0,"nigeria,abuja"
1866,@iamabisolaa I wan write Kanzo.. Na this mumu auto correct changed it,0,"Jos, Nigeria"
1867,"First of all, NA MUMU DEY LOVE! to be very clear.
Secondly, how can you be confessing your affection for a lady via anonymous links? No now. If you have decided to be a mumu, at least get mind... do am with your full chest.",2,Abuja
1868,"Your Mother, Grand Mother, Wife and Female children are all bitches. Mumu",0,"Abuja, Nigeria"
1869,"@very_sensual @IkukuomaC Who be this mumu🤡😂,tweeting out of point,mad ewu😂😂,tinubu slaves running mad,rest olodo..",0,"Abuja,Nigeria"
1870,"Many things are funny to me because I take words literally, yes I understand what you mean and yes I'm kiking because I'm a mumu 😭😭",0,"Abuja, Nigeria"
1871,Mumu go and face the shame and disgrace James brown is bringing to u with that toddler making a mockery of her self ! Blue is not your problem #bbtitans,1,"Abuja, Nigeria"
1872,@aonanuga1956 Mumu man,0,"Abuja, Nigeria"
1873,"@SydneyUchenna3 @MFaarees_ Say he'll be punished, mumu nothing will happen. It's a normal story that normally happens in the south. Cux he has been arrested doesn't mean he will be punished. When they release him nobody will know. Don't be fool..😏",0,"Jos, Nigeria"
1874,"@AishaYesufu This woman and her wide mouth mumu sha. The sense and wisdom of old age is obviously very far from you.  You people keep inciting the public against  the INEC, The judiciary and now security agencies. Politics is not for the foolish. When e set, body go tell you.",0,"Abuja, Nigeria"
1875,@realgazakure @AreaFada1 🤣🤣🤣 that mumu,1,"Lafia, Nigeria"
1876,@Princeujay Ignore this mumu Man,0,Abuja
1877,@Thebrains__ Toh how two of us go mumu?😂,0,ABV
1878,"@realkenokonkwo I don't expect sense from you though but your children suppose to force you to be reasonable and your TV hosts.
You think lawyer will tell you this?
U be mumu. https://t.co/o1uljMoMIP",0,"Abuja, Nigeria"
1879,"@Dr_dabo1 Ewu come out open and make this noise mumu ,you won't go and do fasting like a responsible Muslim you claim to be MuMu brain",0,abuja nigeria
1880,"@realkenokonkwo Although you're idiat and stuped but your lawyer will not tell you this.
Were.
Obj, Buhari didn't win FCT, trust mumu followers, they will fall for your ignorance. https://t.co/AGAnKeUREO",0,"Abuja, Nigeria"
1881,"@iam_thowbie Woke up late, had to rush to church, my elder sister Allow me sleep  like mumu",2,
1882,@Naija_Activist Na mumu dey take Reno serious.,0,"Abuja, Nigeria"
1883,@OyesileJohn Mumu twins,0,"Plateau, Nigeria"
1884,"@Franeb Abeg tag them,i want someone to really teach this mumu a big lesson,the guy lies alot😂..",0,"Abuja,Nigeria"
1885,"@Don_Sisqo @PeterObi You'll die in shame and disgrace if you didn't call your father ""mumu""",0,"Abuja, Nigeria"
1886,@adamugarba Mumu garbage https://t.co/yMFnVKy9eo,0,"Abuja, Nigeria"
1887,@Mario9jaa Shame on you! Are you a political rascal used to cause confusion during election! Mumu,0,"Abuja, Nigeria"
1888,@the_Lawrenz This boy is a mumu boy😂😂😂😂,1,"Abuja, Nigeria"
1889,"@Hyelasakda @SalmanDuke Lol. This mumu don come again. Every time na your old man, the man don suffer public insult for your hand. He should be ashamed",1,"Abuja, Nigeria"
1890,@zaza808080 @KhaleedSZN_ You mumu like ur parents,1,"Abuja, Nigeria"
1891,@Akeju01889200 @DeleFarotimi You mumu know too much fine ugly girl?,14,"Abuja, Nigeria"
1892,@adamugarba Mumu,0,"Minna, Nigeria"
1893,"@DejiDada7 @Naija_Activist Thankfully, this is not the real account of Datti. I almost started hating him because of the petty tweets lately. Please don’t be deterred. The Mumu behind this handle is definitely not Datti! This is one very petty person trying to ruin Datti’s image.",0,"Abuja, Nigeria"
1894,@OtunbaDiran @Naija_Activist U be mumu,1,Abuja
1895,Mumu won dey disguise!!,0,"Abuja, Nigeria"
1896,@linofrank4u @gabriel_yommie @realFFK Them mumu ehhhhe.,1,JOS NIGERIA
1897,@_dinomelaye Your mumu no too much like this?,0,"Abuja, Nigeria"
1898,@im_ayodejiRN @LegendaryJoe Come prove am say him carry drugs na..dis una mumu woke wey una dey claim dey make una look stupid aswear,0,"Abuja, Nigeria"
1899,"@Naija_Activist Mumu man, if you don't have good things to post better shut up.",0,"Abuja, Nigeria"
1900,"@DavidsOffor Lol 😆 No be only 8 million people na 250 million people, mumu.",1,"Abuja, Nigeria"
1901,@POfubu @fkeyamo The mumu dey embarrass Delta State.,1,"Los Angeles, CA"
1902,"ABOKI means FRIEND not ILLITERATE, MALLAM means
TEACHER not MUMU and ALMAJIRI means STUDENT not Begger ✅",0,Nigeria
1903,@osazenoo People mumu for this country sha,0,Abuja
1904,"@AlambaJugu I think it was a portrait of about 12k.Sometin I used my 2months savings to get back then in school 🤣🤣.. Dude didn't even appreciate it. He laughed and said"" this doesn't look like me na""🤣🤣 cos it was finer than him Sha. Men Sha!!!. Love na mumu tin😩😭",14,"Jos, Nigeria"
1905,"@SaharaReporters Are u afraid, mumu man",0,"Abuja, Nigeria"
1906,@hayateey1 U just be mumu nothing more still chasing clout in ur fasting period,0,Abuja
1907,"@AreaFada1 Mumu man, when you will be talking cho cho cho all the time without facts. No body asked for your apology",1,"Abuja, Nigeria"
1908,@blaaakussy 🤣🤣🤣see mumu,0,"Abuja, Nigeria"
1909,@Mario9jaa Mumu talk,0,"Abuja, Nigeria"
1910,@Damilar59798793 @firstladyship Na notice this mumu dey seek,0,"Abuja, Nigeria"
1911,@AdekoyaAdesesan @AreaFada1 Mumu justice Oputa stood out.,0,"Jos, Nigeria"
1912,@GazetteNGR That’s how mumu SANdalina has become 🤣🤣🤣,0,Abuja
1913,"You must be high on cheap drugs, there is a video of him saying Yoruba are rascals mumu",4,Abuja
1914,"@KoyaLekan @StFreakingKezy You be mumu o 😁.... Na you say do finding.......na you still dey reject finding....

Una just won impose drug lord on us by fire by force........
Its well",0,Abuja
1915,"@AreaFada1 Him just dey play 😂.
The way this guys are inspired by Lucifer ehnnn. This scam apologies can't fly. We know all of dem already. They can't fool anybody anymore. Area father, our mumu never do? Morning sir",2,Wuse 2 Abuja
1916,@LanreDauda @SaharaReporters They will use your d.ick to campaign? Mumu,0,Abuja
1917,"@mr_muize You would start sleeping like mumu, then you add constipation....",0,Abuja
1918,"Mumu, you are celebrating Obasanjo that coordinated the Odi Massacre, Zaki Biam Massacre as Nigeria's best President. Lmao 😂😂",0,"Abuja, Nigeria"
1919,"@rutie_xx Mumu, you are celebrating Obasanjo that coordinated the Odi Massacre, Zaki Biam Massacre as Nigeria's best President. Lmao 😂😂",14,"Abuja, Nigeria"
1920,@SamAmadi The mumu is trying everything to impress Obidient by licking there ass so that he can be voted for in upcoming IMO guber poll.,0,ABUJA
1921,"@BashirElRufai See this hypocrite. How many ""standard-grade hospital"" dey Kaduna?  Mumu man",0,"Abuja, Nigeria"
1922,@anthonystilldey No be everybody mumu for this life sha.,0,"Abuja, Nigeria"
1923,@Jennyfer2707_ Mumu.... thank God e no win we for miss Buhari... even tho e no go ever win,0,"Abuja, Nigeria"
1924,@jackworldwide2 @firstladyship 😂 😂 mumu man,0,"Abuja, Nigeria"
1925,@SeniormanKelzz Looool mumu,0,"Abuja, Nigeria"
1926,See Mumu people. They think we are dumb. These are not OBIdients. https://t.co/id2yYPpH3w,0,"Abuja, Nigeria"
1927,@Fiyin_j2 @AreaFada1 Mumu don buy phone,0,Abuja
1928,"@fkeyamo Mumu man,with all your so called ""SAN"" see how your reasoning &amp; analysis be.Don't you have shame at all?How can you get this gullible?
At this your age, you can't differentiate between the actual ballot paper &amp; sensitisation exercise by a party...goooshhh...you're disgusting mehn",0,Abuja
1929,@RealOlaudah Mumu man 😂,0,Abuja
1930,i dont blame kobosi she thinks every guy is like mumu Yemi cregx #BBTitans,1,abuja
1931,@N47Kurt @Jack_ng01 Mumu,0,"Abuja, Nigeria"
1932,"@WilliamsAdeba14 @instablog9ja Mumu wey no dey read, if only you do read, you will know it is not about Obi. Otilo!",0,"Abuja, Nigeria"
1933,@NuellyveeAmaka @OtuMariam @AlabanlaUthman Did u just hear yourself? If not u be mumu it's a MOST for u people to look for trouble? Just imagine oo. Why can't we just avoid anything that will bring violence among us? Is that so hard to ask for?,0,"Jos, Nigeria"
1934,@fkeyamo Mumu SAN,0,"Abuja, Nigeria"
1935,"@DeeOneAyekooto Just try and see, you will all be roasted like goats,anu ewu ,just because you contest election once so the country should burn down. Mumu ndi aara.",0,"Keffi, Nigeria"
1936,@Sports_Doctor2 @realFFK Person wey talk too much no fit do anything @realFFK you be mumu man,0,"Abuja, Nigeria"
1937,@Mista_Sean @Rooney0018 @rutie_xx No Dey mind the mumu Man.u fan,0,"Abuja, Nigeria"
1938,@MubibossO @EniyeAmeze This one na mumu,0,"Abuja, Nigeria"
1939,"@Kings_CEO @odukoyaisaac @channelstv It was a two Horse race in 2019 but three Horse race in 2023 with notable fourth contender too. Think mumu, think",4,"Abuja, Nigeria"
1940,"@PeterProponent @AishaYesufu If your mama is as insensitive as @AishaYesufu to make such foolish statement, she will die inside kirikiri prison and you won’t even find her corps as she will be wasteful totally! Like mumu mother like son😂",1,"FCT, Abuja"
1941,@realFFK This mumu man @realFFK is so uselêss,0,"Abuja, Nigeria"
1942,"@fkeyamo SANpaper, you too mumu oo 
Kaii. My dog will do better shaa",4,"Abuja, Nigeria"
1943,"@IwuchukwuUdoch3 @Mrbankstips You no dea fear oo
You dea yarn trash, how you go call mr banks mumu,
Hold block too.",0,"Abuja, Nigeria"
1944,Norway na mumu team. It's sad when teams don't use their opportunities.,1,"Abuja, Nigeria"
1945,"@AyoOyalowo Some of una with that blue mark agaisnt una name, na heavy mumu and goat una be. See as you take twist wetin person talk to suit your wicked agenda. I pity the idiots wey go follow you dey cast ibos because of an edited video.",1,"Abuja, Nigeria"
1946,@ehismade1 @Oolusegun_obj Lol another hopeful mumu don de talk to himself,0,"Abuja, Nigeria"
1947,"@OlomideAbolade @igwemmacc @PeterPsquare @rudeboypsquare Mumu you know you are too local and bush so you think everyone in  Nigeria lives in Lagos, life is beyond your slum in Ajegunle",0,Abuja
1948,@mart_afc @TheTalba @King7533425 @Waspapping_ You reject the revised standard version?🤣 Na so so contradictions everywhere.... people wey write the revised standard version na dem be mumu's abeg 😅,0,Abuja
1949,@fkeyamo Because of money you just de mumu and monkey yourself. Mr Sandalili 😔,0,"Abuja, Nigeria"
1950,Abuja people wicked oooo😂😂😂😂.        Them say nobody go Spyro show,1,Federal Capital Territory
1951,@_vekelly @PeterObi Mumu. The PRO tweeted with his consent. Not everything is tweeted by the PRO,0,jos 
1952,@kingdino__27 Mumu,1,"Jos, Nigeria"
1953,"@TJLoyo @jacksonpbn @OfficialDSSNG @PoliceNG Oyetunji Olunloyo i can BOLDLY SAY ""YOU ARE A MUMU MAN""",1,Abuja
1954,@realsultanoa Na mumu de go An nur😂😂 its nt for d weak,0,Abuja Nigeria. 
1955,"@adamugarba Ur mumu too much i swear, dis picture no de scare u??",5,Abuja nigeria
1956,@fkeyamo You are the number one evil of this country.. what do you really tell ur children at home mumu kaymo.?,0,"Abuja, Nigeria"
1957,"@Uchenna60155351 @SaharaReporters You are the one that is mumu here, OBJ employed NOI and Soludo which he is saying here, the failed Emefiele is of Igbo Extraction too while I acknowledge Soludo performance, I noted that a Northerner, SLS outperformed the Emefiele of the same Igbo Extraction too. 🗣️🗣️",0,"Abuja, Nigeria"
1958,@fkeyamo na mumu,0,"Abuja, Nigeria"
1959,@jeffphilips1 As you post am shey you happy?. Mumu,0,"Abuja, Nigeria"
1960,@olis_paul @SaharaReporters Mumu go to school,0,"Abuja, Nigeria"
1961,"@ThinkThank15 @channelstv Mumu its pre Election matters, I don't do Headlines sensationalism, the same issue is in Obi Petition which will be strucked out",0,"Abuja, Nigeria"
1962,😂🤣😂🤣 Love is when you willingly hand over your mumu button to that person...,3,"Abuja, Nigeria"
1963,@OlaideAderonmu @StFreakingKezy Mumu bingo.,0,"Abuja, Nigeria"
1964,@ayo99ine @G_Samito @fkeyamo Some people Mumu is overwhelming,0,"Abuja, Nigeria"
1965,@albani_abu @Naija_Activist You be mumu oo,0,"Abuja, Nigeria"
1966,Because their community pays their salary abi? Mumu man,0,abuja
1967,@Emaco77 @Naija_Activist Mumu boy 😅🤬,0,"Abuja, Nigeria"
1968,@honxabriss @Naija_Activist Mumu twitte😜,0,"Abuja, Nigeria"
1969,@DailyPostNGR Mumu,1,Abuja
1970,"@Ekitipikin What's the comparison for...both are doing great in their own ways na
Una wun start this una mumu thing",0,Abuja 
1971,"@Esseshelah @realgazakure I'm almost tempted to say you be mumu, do you think anyone is sponsoring them to come out for this protest? Shebi you and your family get money, wuna dey chop dey enjoy life? This poor widows have suffered enough, they are doing it the best way they can.",0,"Jos, Nigeria"
1972,@fkeyamo Now I know you are a mumu SAN. Even primary school children know that it is a sensitization program and that's only a specimen,0,Abuja
1973,@ruffydfire Mumu the smell!,0,"Jos, Nigeria"
1974,@AdebowaleShogb3 @Naija_Activist You be mumu I swear boy🤬,1,"Abuja, Nigeria"
1975,@munir_nasidi Never say never! Just pray that u will be a mumu to pesin that is a mumu to you,1,"London, Abuja"
1976,@RealJossyIbe @OfficialDSSNG But I worn you not to display your mumu outside but your won't listen,0,Abuja
1977,@abujasexcoach @psat7 If u mumu na to use u na 😎,0,"Jos, Nigeria"
1978,@paperboy_Eblaze @officialsommy41 He will still do better than you.Mumu,2,Abuja
1979,"@ayeejuju This is definitely @_Eddieee321 
Mumu girl 😂😂",0,"Abuja, Nigeria"
1980,@chidithecock Mumu,0,Abuja
1981,@StFreakingKezy Mumu you forgot your roots in Jos when your father was selling twins bread to raise your broke asses and now you flaunting wealth. Okay now. Enjoy,1,"Keffi, Nigeria"
1982,"@CaptSheshi Na mumu na him, mouth dey always pour",0,Abuja- Nigeria 
1983,@Ka_f_id @ijabadenuyi @jidesanwoolu @grv Bow are we following each other sef... You are big mumu,0,"Abuja, Nigeria"
1984,@beckyhalz Ah the mumu da spend money on her fave way get pass her oo but this one is un necessary,3,Abuja
1985,@JuddasXchallot @yabaleftonline This mumu no be for here o,1,"Minna, Nigeria"
1986,"@fkeyamo Mumu san, no be una say make dem go Court make una go defend una bat",0,ABUJA
1987,@JaypeeGeneral Aswear I Dey follow up make I no go dey argue like Mumu for public,0,Fct Abuja
1988,@walexandy @channelstv Mumu,0,"Abuja, Nigeria"
1989,@Monty_officialM Are you minding the mumu,0,Abuja
1990,@AreaFada1 Area father your Mumu no too much 😡😡,0,Abuja Nigeria
1991,My friend Sophia will be smiling in her videos and I will be here smiling like mumu too🤣,0,"Abuja, Nigeria"
1992,"@Namujjubeatric2 I love ❤️ u too , their mumu is too much pls                                                            YEMI CREGX STAR POWER
#YemiCregxTheBrand 
#BBTitans",4,Federal Capital Territory
1993,"@IamaGoodSoldier @Chineny76030242 @fkeyamo Ode.. They gave you 50k in exchange for your brains.. 😁😁😁
Mumu.. You don't know the difference between voters awareness and real voting. Wasted school fees.",0,Abuja 
1994,@AreaFada1 No mind dem o... Dem think say everybody go mumu like dem.,0,"Abuja, Nigeria"
1995,"@AmiableFesty @CreatifMike @AfricaFactsZone @0 U dey follow mumu argue, does he look like someone that has empirical knowledge about the case study",0,"Abuja, Nigeria"
1996,"@GoziconC Mumu, they will use n dump u",0,"Abuja, Nigeria"
1997,@Snypa71 @Haramide_TT @Topboychriss Mumu man,0,"Abuja, Nigeria"
1998,@_phoenixz_ @midasnonso @mac_smat @AfricaFactsZone Omo you be mumu i swear,0,"Abuja, Nigeria"
1999,@fkeyamo This man you mumu I swear kai,0,"Jos, Nigeria"
2000,@IamaGoodSoldier @fkeyamo I’m actually laughing at you mumu slave. I’m sure you’ve not had your bath for theee days and your bumbum is already slack from the dirty preeks of politicians 🤮🤮🤮🤮🤮,0,"Abuja, Nigeria"
2001,"See this mumu man
Yorubas
Adeleke
Keyamo
King Nasir
Appeal Court
Chrisland School
Obasanjo
Kenneth Okonkwo",0,"Abuja, Nigeria"
2002,"@OlaideAderonmu @StFreakingKezy Stop this useless talk!!  you are not richer than any Obidient,how much do you have Mumu man come to South/east and see young millionaire who are Obidients…you must probably be working in a hotel earning 30k a month….mr workman",0,"Abuja, Nigeria"
2003,"@DanielRegha You just the mumu yourself, shut up if you don't know what to tweet again",0,Fct abuja
2004,@StitchesOthello @DejiDada7 @fkeyamo 😂😂😂😂😂mumu pro max,1,"Abuja, Nigeria"
2005,"@freshest_queen1 I no be boss😓😓😓
🤣🤣🤣",1,"Lagos, Abuja, Nigeria."
2006,"@freshest_queen1 🤣🤣🤣🤣
Say na ""even if you're my spec""🤣
You don see shege be that,pele🤗",1,"Lagos, Abuja, Nigeria."
2007,@freshest_queen1 💐🤗,1,"Lagos, Abuja, Nigeria."
2008,@Killaboyszn Killa freshest❤️,0,"Abuja, Nigeria"
2009,"@Yemihazan Hi Mr Yemi!
It’s another edition of Chow with Airneh and this time we are having Ram barbecue and one of the freshest palm wine in the city. Get your tickets now to secure your slot as we unwind and chow this 2nd April, Sunday 2023… https://t.co/dNqsmJU5fl",3,"Abuja, Nigeria"
2010,Our meals are made with the freshest ingredients and cooked to perfection 🍔🤤 You'll definitely love every bite! #quality #delicious  call us on 09024603037 or Dm to place your orders ❤️ https://t.co/VXqYz8kP2b,0,"Gwarimpa,Abuja,Nigeria"
2011,@LifeOfNapaul Freshest,0,"Abuja, Nigeria🇳🇬"
2012,@FrankKhalidUK London freshest face Enzo Fernandez,0,Abuja Nigeria 
2013,"@_iamdorcassy He is their daddy daddies freshest kid off the block
SHEGGZ OLU
#SheggzOlu",2,"Abuja, Nigeria"
2014,@inqtimi @DeborahToluwase Awwwn freshest girl on campus,0,"Minna, Nigeria"
2015,@freshest_queen1 I wish u happiness every time ☺️,2,"Abuja, Nigeria"
2016,@SeniormanKelzz The freshest of all men,0,"Abuja, Nigeria"
2017,"FreshEST Fresh Air 😍

King #YemiCregx 
#YemiCregxTheBrand https://t.co/MCV8gUwrLt",27,"Abuja, Nigeria"
2018,"@Timi_ogunde @freshest_queen1 Don’t stress it.
Live your best, worrying won’t help and you’re losing out on living your best",0,"Abuja, Nigeria"
2019,@Enioluwa_ Freshest ❤️❤️,0,"Ife, Nigeria"
2020,@yemialadee Freshest💞💞💞,0,"Federal Capital Territory, Nig"
2021,"This man is one of the freshest legislators I have met, just 1 day in cell see as he don rough, Nigeria has happened to him",14,Abuja  or  Ebonyi
2022,"Congratulations on becoming a Graduate. I wish luck and success always finds its way towards us wherever we may go.
#aksu greatest nigerian student 🥰🍾
#zoologist youngest and freshest graduate 😘😍 https://t.co/enUFkQtbDy",2,"Uyo, Nigeria"
2023,"Happy birthday freshest @Jelthings 
Many happy returns of the day!
God bless you immensely!",1,"Jos, Nigeria"
2024,@freshest_queen1 Na this matter ah dey try resolve for my WhatsApp now like this,0,"Abuja, Nigeria"
2025,"6
Veen - $23 Per 750 Ml

The content of Veen comes from Finland and is arguably the freshest and purest water in the world. Whether drinking it would satisfy your thirst and reinvigorate you faster than normal water or not is still uncertain. https://t.co/W8zTiisgWt",3,"Abuja, Nigeria"
2026,@PreciousSexi @Spororon That breast is the freshest I've seen. I hope it's your thought cos it gonna take u places,1,"Abuja, Nigeria"
2027,@omoshalewa__ @JojoNitq @freshest_queen1 Adverbial of time position 😀 you hit the nail on the head bops,1,Abuja
2028,@freshest_queen1 Please choose me am very loyal,1,abuja
2029,@alagasporty Freshest,0,"Abuja, Nigeria"
2030,@rabiupalley @Akinmusire141 @Bin_Ibrahiim @AKAP4PL @EdirisaKavulu @Mayor_Freshest @muhamma28312729 @stacey_shook69 @Real_muzbee Senior man🤣🤣,2,
2031,"Oh I forgot to say the cap is from the store 😂
Contact @TokmaRaphael of fabs and baffs for your freshest trad caps!
Rock it like a King!",4,JOS CITY plateau state Nigeria
2032,"@IdrisNafisa2 😂😂😂😂😂
Freshest doing",1,"Jos, Nigeria"
2033,"Tub Sauce is a delicious atadindin sauce made with the freshest ingredients, a perfect condiment that goes well with every meal, neatly packaged in a small tamper proof tub that you can carry almost anywhere.

DM US TODAY FOR YOUR ORDERS.",1,"Abuja, Nigeria"
2034,@DavisOtuegbe Freshest,1,Earth 🌍
2035,@FS_Yusuf_ Freshest,1,Nigeria
2036,"3pm Shout outs:
@quinnyUNITED
@marcel_rex
@m5ioi
@Prettymona143
@Uncle_Enemona
@mister_abourden
@BinzuKing
@eclectic_beckz
@Gracebal0
@houseofneeyo
@edible_fish
@OpukemeC
@ChidiebereEjims
@CynthiaIgobah
@JayLech8
@freshest_queen1
@iampbizzy
@moyin_nnn
@TheOnlyKemi
@k_a_voi",15,Nigeria
2037,@freshest_queen1 @_DammyB_ @PapaRiri9 @DONJAZZY @larmmy Regal 💯,0,Nigeria
2038,@freshest_queen1 @lookatthisman2 @_DammyB_ @PapaRiri9 @DONJAZZY @larmmy 👍🏾👍🏾👍🏾,0,Nigeria
2039,@__Farouk97 @freshest_queen1 Haba oga,2,"Jos, Nasarawa Nigeria"
2040,@freshest_queen1 @_DammyB_ @PapaRiri9 @sheyie_queen @larmmy @mrmacaronii ❤️❤️❤️,0,Nigeria
2041,@freshest_queen1 Amen 🙏🏾,0,Nigeria
2042,Freshest!!!,1,"Abuja, Nigeria"
2043,"@Aishatudanpullo Ahn ahn, Osheyyy freshest. Your fineness is follow come 😍",0,Jannatul Firdaus(In Sha Allah)
2044,@freshest_queen1 @MopelolaLove1 Good for you then.,0,"Federal Capital Territory, Nig"
2045,"@freshest_queen1 @MopelolaLove1 Well, question is: do you have all of these attributes too, and can you reciprocate them?",1,"Federal Capital Territory, Nig"
2046,"Our pizza is made with the freshest best quality ingredients.

How to order 
07087767750
https://t.co/8y6Jaunj8T
https://t.co/VtvLitlSSG

We deliver within Abuja.

#BBNaija  #G2GPizza 

Oshiomole Christy O Room 1 David Hundeyin Daniella Jaruma Phyna and Amaka Arise TV Agbado Big https://t.co/VAtRyfY6hV",0,Capital Hub Abuja
2047,@StarBoyRonelly Freshest!,0,"Jos, Nigeria"
2048,@dimejy_ @abujastreets @callmeMEJE @enichum @KingOpeOfAbj @Oba_Alexander_ @Kingston_eze @JustKelechi Freshest.,0,"Abuja, Nigeria"
2049,@mrwhitefit @thatdammygirlie @mister_ade5 Freshest 🙏🥲,0,Giving you head
2050,@AdunolaFaruk @optamasting Freshest Omar ✌️✌️✌️,3,Somewhere in the Universe 
2051,Your freshest and most fancy cocktail plug IG@Drunkat_cocktails https://t.co/gKJ4ZxpHWD,0,In profit
2052,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary 

Freshest app!😍 https://t.co/BZu7h1e8Vz",1,the mooon
2053,The freshest Fulani slave,2,Nigeria
2054,"Delicious moi moi like butter
Made with the freshest ingredients
You can have it with an egg, fish or corned beef filling
Absolutely delicious
And yes , we make the best moi moi in town
#abuja
#food
#deliciousfood 
#abujacaterer",0,"Federal Capital Territory, Nig"
2055,"When you start with the freshest ingredients, you'll taste the quality difference! Enjoy our delicious gourmet pizzas this weekend @G2gPizza 

How to order 
07087767750
https://t.co/8y6Jaunj8T
We deliver within Abuja.

#AbujaTwitterCommunity 
Samklef Congratulations Debo Bae u https://t.co/sbppPKF5hj",2,Capital Hub Abuja
2056,@YungTilz Freshest 😂😂,0,In the clouds
2057,You’re the freshest babe ever!,0,Planning a trip
2058,@RicHassani Freshest Boss ever ❤❤❤,0,Unknown
2059,Freshest Ustaz alive,0,"Minna, Nigeria"
2060,@iam_yhugee Lol Berra no pupu for body😩😩,0,Abuja
2061,God sef no say na sugar mama I de find now😩😩,1,Abuja
2062,@MichaelBucwa Of course she’s,0,Abuja
2063,Peter and Paul say poor man no de for Instagram 😄😄😄abeg what about tweeter😩😩poor man day or not😞😞,1,Abuja
2064,@OdufaPeter Like as me,0,Abuja
2065,@DavisOtuegbe @Nike Freshest,1,Earth 🌍
2066,@firstladyship @ommie_xo Many things are going wrong in this country 😩😩,0,Abuja
2067,@nonsonwaeze @yourgirl_ajex @PoliceNG @Censodd Can some one talk to me please wat is going on in this world 😩😩😩,11,Abuja
2068,"The freshest kid in town
@davidoattheO2
@davido 
🔥🔥💪 https://t.co/cL0ekdKmAr",2,
2069,@freshest_queen1 😊,0,"Abuja, Phc, Nigeria"
2070,@elvisnwanja @Gburugburuu @oyileze @esu_victoria @freshest_queen1 https://t.co/QO7ncwjSh2,0,"Abuja, Nigeria"
2071,@JemimaOsunde If you reach Maraba make you no hide your phone ooo,1,Abuja
2072,@PelumiAkoni You look cute ☺️,1,Abuja
2073,"@freshest_queen1 @Gistloversblog1 We don't talk every day, we are not kids. Sometimes we go two three days without calling or messaging each other",1,
2074,Demba Ba looking like the freshest Senegalese out there,1,
2075,"Moses face sent forth beams after he met with the Lord. Shedrach,Meshack and Abednego's body were the freshest at the time when they abstained from eating defiled foods. The words of God makes beauty premium..  God is everything.. Shabbat Shalom",3,"Abuja, Nigeria "
2076,"@promisegogo_ Freshest man alive 🙌🏾 
Go go the chick magnet 🙌🏾🔥",1,"Abuja, Nigeria"
2077,@partyjollof_ @ommie_xo Happy Wonb escape 🥰🥰🥰🥰,0,Abuja
2078,@tmot18 @freshest_queen1 Well….,0,
2079,@obathereturn @MargaretObi1 I hope you slept well with good health,0,Abuja
2080,@obathereturn @MargaretObi1 Yes bro good morning to you 🤝,1,Abuja
2081,Fear who know fear god fa🤔 https://t.co/NnTA990ora,1,Abuja
2082,@_Vennie I can’t wait ooo 🥰🥰,0,Abuja
2083,@OchuRasheed @Ruffyyxx WAITING DE HAPPENED FOR MY FATHER LAND ABEG🤤🤤👏KOGI HERE I COM,7,Abuja
2084,@MabuelaMichey Why may they beat each other naw ???,1,Abuja
2085,W&amp;B KINGS WEY GET DOING FOR THE AREA🥰🥰HERE THEY ARE I CHERISH YOU FOREVER 🙈🙈 https://t.co/NHGTE6c8mn,0,Abuja
2086,Big Wizy wey get doings 👏👏 https://t.co/j8dF2afQoN,0,Abuja
2087,@UgwunnaEjikem No na my grandpa for day there for his children 😂😂😂,4,Abuja
2088,@Just_Silva__ @yourgirl_ajex Johncena,0,Abuja
2089,@ommie_xo Maybe I should just say you are dam preety 👏 https://t.co/ptPYe1BhFq,1,Abuja
2090,Na talk wey no concerns me I wan day talk now🤔,2,Abuja
2091,@lilkeshofficial Wow that is the ever song I love so much don’t call me back wen you see say I don day with another baby don’t call me back me o,0,Abuja
2092,@lilkeshofficial Ameeen boss Yagilevel,2,Abuja
2093,@AyodeleYo11 Amiiiiinnn,0,Abuja
2094,@iam_yhugee The weather too cuddly 😎😎😎,0,Abuja
2095,@MabuelaMichey Blissful morning to you and you shall be bless for today,1,Abuja
2096,@JohnsAutomobile Stay connected bruh same jab here,0,Abuja
2097,@AB66118842 @TeeMhizta @samebillz Oga nothing like too much for there masturbating is masturting,1,Abuja
2098,@samebillz Buh it’s your hobbies 😔😔,1,Abuja
2099,@dazzleeeeeees Walai over no correct 🤔🤔buh you never see who you love for tweet???,2,Abuja
2100,Imagine you kidnapped this kind of person 🤔🤔tell me what will be you achieve from the job😎 https://t.co/5reuvryGSG,0,Abuja
2101,I am hungry 🤤 buh at least I have drank a lot of water lol,2,Abuja
2102,@Wizebaba @xadeeq_md That means na babe wey no get doing be that na,3,Abuja
2103,@KodakBookings Kodak black moni man 💵💵,0,Abuja
2104,"#AbujaTwitterCommunity

Only the best and freshest ingredients for my clients

We are always ready to take your order
Just send us a dm
https://t.co/nweWtmsaEn

Please retweet if this crosses your tl🙏🏾 https://t.co/S71FsQnGiW",24,"Abuja, Nigeria"
2105,I wanna learn how to do yahoo plz 👏🤔who will teach me naw🙏🙏,2,Abuja
2106,@Iperu1stlady Maybe oo they might be mad though,0,Abuja
2107,@Rapzyrita1 @MargaretObi1 Perfectly said 🙈🙈,3,Abuja
2108,@aystickz So waiting una com take end the laugh lol,0,Abuja
