,tweets,likes,location
267,"@uchmania @woye1 @KadunaResident @PoliceNG @OfficialDSSNG If you had better things to do yourself, you won't reply this nonsense and rubbish. Gbafuo ebea ọsịsọ",0,"Abuja, Nigeria "
268,@A_Abby_Abi You sabi better things,0,abuja
269,@BenueSon_ I felt u had better things to write but now I have noticed u are an enemy of this state ok the name Benue son is even a disgrace to me people have ways of expressing love and joy ok learn to be happy for other people's progress in life please,1,"Benue, Nigeria"
270,"@ARISEtv Bullsh*t. Look Mr man if you don't have better things to  say, just shut tha offkup 
Is it because we've been so quite in this country and you old charlatans in agbadas have been having your way since slice bread?  It's time to grap u by the b@lls tight.",0,"Jos, Nigeria."
271,@DonaldJTrumpJr THE BRITISH PARLIAMENT HAVE BETTER THINGS TO DO THAN INTERROGATING ONE THE BEST BRITISH PRIME MINISTER ; IS THE UK GETTING ANY BETTER WITH A NEW PRIME MINISTER ?....MMM. WAS COVID NOT A FACADE ITSELF ? THE CREATORS OF COVID ARE STILL WALKING  FREE .,0,Abuja
272,"... Football club is his inheritance and that he can reclaim it through the courts. 

'Respekt' to the learned profession 😁😊😀

I just hope some politicians would see reasons to just accept fate and save their savings for better things ahead.",0,"Lafia, Nigeria"
273,"@ItzmuahOG @SaharaReporters Your third paragraph
Obi's Lawyers know that their case is DOA.
Channel your energy towards better things to save your self the stress.",0,"Abuja, Nigeria"
274,@Letter_to_Jack Ignore them. Don’t you have better things to do?,0,Abuja.
275,@Ehis_Ehiz @realFFK I'm sure I have better things to do as far as this guy and keyamo are concern.. 🤔🤔🤔,2,Abuja
276,"@Mz_Tosyn We no dey Labour but we dey progress,Abeg who no like better things except Awan Ashi ere eyan",0,ABUJA
277,"@AsiwajuOladimej Can’t you all forget about this ethnicity and tribalism of a thing. Don’t you have better things to do with your time, prioritize other things, channel this energy to something better,. Please move on from this topic. We are all one ☝️ Thank You 🙏",1,"Abuja, Nigeria"
278,@BuindaBlessing @Real_Olanrewaju Manta he is right.....there are far better things to spend 40 mili on sha,14,"Jos, Nigeria"
279,"@kh_ayy You eh, you sabi better things.",0,"Abuja, Nigeria"
280,@AishaYesufu @Chibswill Don’t you have any better things to do,0,"Abuja, Nigeria"
281,@alexander_eji @OpenParlyNG @Rukayatshittu06 @NEDemocracy @Kwhanigerian Better things no dey always comot from una mouth...I have never seen any obidiot saying something meaningful,0,"Abuja, Nigeria"
282,@Pastor__West Amen Amen and Amen Better things are coming in Jesus Mighty Name,0,"Abuja,Nigeria"
283,INEC should be scrapped. Let’s think of better things to do with the money budgeted for Mahmood Yakubu personal company called INEC.,0,Abuja. 
284,"See the good news I just got from one of mines. God is just too sweet walai 

I genuinely pray it'd be a start of bigger and better things in her life 🙏",0,Federal Capital Territory
285,"DG of LP, Okupe was sighted with Gov Dapo Abiodun Eleyi of Ogun State.

Me: Okupe has moved on to better things, you dey there dey wail",4,"Abuja, Nigeria"
286,@renoomokri Sir all the respect I have for you just make me lose them all during this election period you seriously don't have better things to do with your time other than just posting things that are not helpful sometimes I just wonder why you reason like a child with your post.,0,"Abuja, Nigeria"
287,"We shall continue to have your type around, we shall get a better replacement for you, and when you die, better things will still take place in ways you couldn’t have imagined.
It doesn’t mean you’re bad, it means you’re a contingent being that is today and will not be tomorrow.",0,"Abuja, Nigeria"
288,@weirdmcofficial @Official___AY @Officialbabariq @sweetbuka What is made available for us are those that are written in Christ concerning us. We have better things than out. Anywhere or how we want to use that or personalise it will be out of context.,1,"Abuja, Nigeria"
289,"@PoliceNG 🤣🤣,So police wishing better things to mothers?",0,Abuja
290,"""It's only through labour and painful effort, by grim energy and resolute courage, that we move on to better things""- Theodore Roosevelt.",4,"Abuja, Nigeria"
291,@faarl_deen Kantigi as a chairman has better things to show for it in terms of infrastructural and human development than Bago has as a Reps!!!,0,Minna
292,"@giftbaby463 @BRIDE080 Be strong you can conquer this phase with Jehovah’s help,disappointments are always for better things ahead",1,"Abuja, Nigeria"
293,I need to stop disturbing the millennial men I know with tweets and stuff. They have better things to do with their lives 😔,0,"Abuja, Nigeria"
294,@d_real_abby16 @Naija_PR U Dani better things,0,"Abuja, Nigeria"
295,"Honestly, if you haven't had your desires changed, it's quite difficult to find or understand the appeal of Christianity. It WILL look like foolishness! Things like Deeper, or maybe all these 12hour+ praise or prayer meetings will look as if you don't have better things to do.",7,Abuja
296,"Just de play when others get the better things and u left behind just click this and know 👇👇👇
https://t.co/NZ1MGepkol",0,Abuja
297,"@2btoni @_Oluchy Some of you attract insult on your selves, your not related to someone and your here wanting to advise them on a public platform. Lmaoo, you have better things doing with your time I guess, certainly not coming on a public app to advise a total stranger plz.",0,"Abuja, Nigeria"
298,Something's need to end for better things to begin😊,2,"Maiduguri, Nigeria"
299,@Rukayyah_zakari Are you sure that your instinct is attracted to better things 🌚 cos that’s no way it will have a doubt over me,0,"Abuja, Nigeria"
300,"Fellow NIGERIANS...

He promised Us BETTER THINGS and Nigeria is not an exception...HE'S NOT DONE 💯✅

#VictoryDelayedNotDenied https://t.co/6x0EjHal7D",36,"Lagos,Nigeria"
301,@BonaOtsu @kingsleypst Foolish Man by stealing?... Is that what your Parents though to be doing in Your life... Go ahead what happens to those Ballot 🗳️ snatchers will happen to you... No go use your head for better things...,0,#ChurchMediaGuru | #Multimedia
302,"Ina nan kawai ganina ne ba’a yi, I’m working, writing, creating, solving problems and finding ways to give my world a shove ahead. Ban yadda a cika min kai da surutu ne. I have better things to spend my time on, not trivialities. Those days are gone, I stay put and I do my shit.",2,"Gombe, Nigeria"
303,Let there be new beginnings. Let there be no shadow of past hurts. Let go of past failures.Allow urself to learn 4rm the experiences. Believe that life has better things in store for u. Things can change. Times can get better. Look ahead with hope. Good morning nd happy new month,13,"Kado, Nigeria"
304,"@Whyte8625 @ArsenalBuzzCom @David_Ornstein I won't be happy for sure, but I'll understand it. those guys u mentioned needed those move to archive better things for their respective careers &amp; @ that point Arsenal couldn't offer them that. Arsenal are in a better place now so Saka don't have to leave to be successful.",2,"Abuja, Nigeria"
305,@EasYQuality Better at least this one will have better things to do for their life than been a tout https://t.co/DUjvqtFxDc,0,"Lagos, Nigeria"
306,"This project is one of my favorite that I have created this year and I hope to create better things as the year progress
#Designers #creative #Designers #graphiccontent #GraphicDesign #GraphicDesigner https://t.co/E8ddS9SQ61",1,"Federal Capital Territory, Nig"
307,"@iam_toluano @Urennah_ Bro!!! No be only you like better things oooooo… But if she’s from Imo State, I go advise you to flee",0,"Abuja, Nigeria"
308,@_Shatou_ You know better things 😀,0,Nigeria🇳🇬
309,Are we still in the stone age why is Russia declaring casualty in Ukraine as if the world is interested...pls channel your energy to better things.,0,Abuja
310,Thank God for the new and old it’s been a great run 2022. Better things to come.,0,"Abuja, Nigeria"
311,"Thank you @bernard_parah and @Bitnob_official for a wonderful collaboration through 2022.

Looking forward to better things in 2023.

#EndOfYearCharts https://t.co/bnVAwLewiv",2,"Jos, Kontagora, Coventry."
312,Vote APC to get better things in your state.,4,"Abuja,Nigeria"
313,"@OGosaks Sure , we are together on this but not with Partisan Journalist . Better things to do with time that wast it on Debate lacking credibility. Other credible debates are explore, keep ur ear 👂 to the ground",0,"Garki, Nigeria"
314,@G_Samito @swagnito @samlogic_ Them like better things only for themselves,0,Abuja
315,@ameera_saleehu 😂 You got better things doing kenan,0,Nigeria
316,Better things comes to those who wait.,0,"Chapel Island 5, Nova Scotia"
317,Praying for everyone out there. Don’t lose hope. Better things are coming. I know it’s not easy. Keep pushing. 🙏,702,"Abuja, Nigeria"
318,"@TheNationNews They can only do nothing , Who is Atiku without wike ? Talk better things jare .",0,
319,"Sometimes things fall apart so that better things can fall together. Always remember He is above watching, He (Almighty of mights) test us not because He (The Giver Of Gifts) dislike us rather than is a love, that's one of His (Yaa Azeem) ways of making us stronger.",2,"Federal Capital Territory, Nig"
320,"@Nneamaaka Sorry o, I pray God to help you replenish with better things than the ones you lost",1,Nigeria
321,"And to Jesus the mediator of the new covenant, and to the BLOOD of sprinkling, that SPEAKETH better things than that of Abel.
Hebrews 12:24.
It's a special COMMUNION SERVICE this evening by 6:30pm at the Sovereign Word Church Abuja https://t.co/FpFug1AVWz",1,"Abuja, Nigeria"
322,"@messithelastdon @PoojaMedia Na only better things be haram ?? Assuming man no win now, who know about haram",0,F.C.T Abuja
323,@hollieahughes you are the most stupid humanbeing for calling meghan markle a revolting person. Don't you guys have better things to talk about than concentrating on one humanbeing. That's how you guys killed Princess Diana. #shameful,0,"Federal Capital Territory, Nig"
324,"@Funfor10k_ Yes na, who no like better things for this life🤪🤪🤪🤪",1,Abuja
325,"@AfricaStoryLive Them no feature NG for their country to do better things na BBN dem see, what a good way to stop xenophobia",0,F.C.T Abuja
326,"@realuweez @PeterObi Your work rate is so hard bro, don't you have better things to do with your life than troll?

Everyday PO is ""losting"" your vote! You nor dey tire? Trolling dey pay u?

If you dey Abuja abeg Show I have an opening you may want to consider.

https://t.co/ge2IxczUWI",2,"Islington, London"
327,@Football__Tweet 🤦‍♂️They don't have better things to worry about,0,Earth 
328,@Tifetemi 🤣🤣sign of better things to come,1,Australia
329,"People change so that you can learn to let go, things go wrong so you can appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself and sometimes, good things fall apart so better things can fall together.",3,"Abuja, Nigeria"
330,@bod_republic This is called better things ahead,0,"Federal Capital Territory, Nig"
331,Do the best you can but never forget that from the church can people see real peace. Today start supporting church outreach to the it promises better things.,0,
332,"You can see how much these goals mean to Rashford. 
Hopefully it’s a sign of better things to come.",1,Theatre Of Dreams/Kuvuki Land
333,Sometimes good things fall apart so better things can fall together.,1,"Abuja, NIGERIA"
334,"Be like say na only #olosho sabi better things be that.
Waistbeads are natures lingerie
They attract men
.
And make the whole experience in za oza room much more pleasurable 
.
E dey allow confidence grow.
.
Oboy I fit list plenty things o
Better come and buy belly beads from us https://t.co/73XiEKcO9j",5,Nigeria
335,@engrfaruq @JoyUrelee @MaxwellNwadike3 We are in 2023 election season. We are moving forward to better things because we get better every day. Hop on the Obi-dient train and stop looking back!,0,"Jos,Nigeria."
336,"come, and grateful to be invited. And some of us respond gladly to the invitation and then just don't show up. Again, this is directed first at the Jewish listeners who were promised a Messiah and saved from Egypt and then had better things to do than to keep God's commands",0,"Federal Capital Territory, Nig"
337,@DanielRegha You no get better things to do with your life ne,0,
338,You'd spend your hard earned money going to overpriced restaurants to meet 'rich people' while the rich people go to the cheapest places because they've got nothing to prove and they have better things to do with their money.,3,Abuja
339,"Honestly,and I'm so grateful to God.
More better things coming my way🤞",0,Abuja/Owerri
340,@Bevaragecake @ygsanga @MaBlerh Lol! Petty kids? Being petty is getting all worked up that someone has better things to think of than engaging in small talks with you.,0,"Lagos, Nigeria"
341,"@BSundayare @Pheelz @davido You're always under every tweet that ft Davido stalking him, I don't know your problem both I realized in the name of promoting ur fav you lost your own bearing in life. You have better things to use ur life to do.",52,Na only God know where i dey.
342,Let your stomach get better things 😂,0,City of Kings 👑
343,@iam_cyph @BBNaija E pain me bro. But better things are out here for us.,0,http://localhost
344,"@jamila_go Please let's channel our energy, time and other resources to better things. People like this are not worth such publicity. Even the Core Team knew there were going to be cases like this that's one of the reasons for introducing lockups as well as giving KYC slots to newbies.",3,"Abuja, Nigeria"
345,@FaveGirl__ So you know better things 😋,0,Dunya
346,@samomatseye See this efulefu. Must you use Obi name name to thread? Who even told you to unlock your reply button. We have better things to do and that is selling our candidate so don't come and seek relevance using our name.,0,"Abuja, Nigeria"
347,"@Ahmad__bose Bro just eat your food, you can be slim but cheeks go still show so eat your junks food to me baa i can't even stop eating better things i can't comman kee myself aswr 😂😂",0,City of Kings 👑
348,"Happy Birthday Dear @babie_mamaa
God bless you real good fam
Better things are coming",0,"Jos, Nigeria"
349,@habibatuu_ Forgerrit even if you get money you will still eat better things 😂😂,1,City of Kings 👑
350,"@1stOktobar @seunosewa @LUTHER_Lyrical @IkukuomaC @ruffydfire I am not surprised the guy didn't engage you on the discussion again.

Peter Obi was very elaborate and detailed on what he will do with subsidy. 

He had said implementation is our problem, that if good implementation will better things, no he won't remove subsidy.",3,
351,"@The_Ronkee don't worry, wen I finally get babe she will send better things to me.",0,"Abuja, Nigeria"
352,@beebah5 @heykahn @mbeegs99 U say🥳🥳🥳!!! I don write all for notes o.. omo see better things o for soft life,2,"Federal Capital Territory, Nigeria"
353,"@EkitiKetekan1 @novieverest 😅😅😅😅
I wonder what people expected Osinbajo to do? Retaliate? Na. You don't waste time responding to such when you've better things to do with your time. It's called maturity.",0,Abuja
354,@isah_sadi Congratulations man💪 better things ahead 🙏,1,"Abuja, Nigeria🇳🇬🇳🇬"
355,"Sometimes good things fall apart,
so better things can fall together.
Every story has an end, but in life
every end is a new beginning.
Remain optimistic and focused.",17,"Gombe, Nigeria"
356,"@Amar_M_Tukur 😀 😀 😀 😀

Forget Greater o... It's just 2 good guys doing better things",0,Anywhere Vibes Dey
357,"Better things ahead 🏃🏃
In life you need to hustle to survive 🤦. No one succeed without hustle in one or other way.🙅 https://t.co/rhhTRqkcdM",1,"Abuja, Nigeria"
358,@Anishyadav_98 @derai03 @ArsenalAnoop @9squeeze All this whining and whinging for money that’s not yours? Did you make the for them? Don’t you have better things to put this energy into?,0,Federal Capital Territory
359,"Unfortunately the ship of making PDP attractive has sailed, we've already crossed that bridge and looking forward to bigger and better things. PDP missed out big time...imagine all this good will going to @PeterObi coming to them. We warned but they said we were naive.",0,"Lakke Usuma, FCT"
360,"@HoptiAFC @DetritusAFC Unlike you, I have much better things to do than stalk the personal life of a club employee - let alone one who apparently knows less of his job than he should.

Hence the straightforward question.

ESPECIALLY given the context of the original tweet.

It's not that hard to THINK.",0,"Abuja, Nigeria"
361,Who no like better things 😂💔😂,2,Nigeria🇳🇬
362,@dadeen__ Guy like better things naa😂😂,0,City of Kings 👑
363,"The name that speaks better things. 
#Jesus https://t.co/DKsfZ7O30l",1,"Abuja, Nigeria"
364,@BashirElRufai No need to climb AsoRock or Zumarock save the energy for better things Twitter is of better coverage and you already said it... Animal dey wear ágbádà according to #Felakuti (of blessed memory),1,"Jos, Nigeria"
365,"As it is said; better things no dey finish for market.
Don’t kill yourself. It’s all vanity.
This too will soon become old school and if you can’t afford this now doesn’t mean you won’t afford the latest one later.

Ire o.✌️
EFCC | Muslim Muslim | Aisha | Annie | https://t.co/ItkgBKroJn",3,Nigeria
366,"Bashir ahmed is a promising young politician that you can only troll on twitter and i promise you, better things are coming his way.",6,Abuja/lagos
367,"@dhiwanna @bendunu @okoduwa_charles @PeterObi @10DowningStreet And if he doesn't win, the world comes to an end? How come we want to better things by doing the same old things? From the narratives here, he's expected to be sharing $ to delegates at this time. @PeterObi is not desperate. It's the choice we have to make.",6,Earth
368,@d___vyne 😅 forget sch. boss... There're better things to think about,1,Remote
369,The national unemployment rate is too high. It needs to be brought down so that folks will have better things to do with their time.,1,Abuja
370,Better things ahead. https://t.co/APifdfcTxG,0,
371,Thank you for that blood most potent and speaks better things and the name above every other name.,1,"Abuja, Nigeria"
372,Who dey fight with cowries mugu like you... there are better things to tweet about.,0,"Abuja, Nigeria"
373,"@Andrew_Eneyi @NativePreacher_ @KingErefitei I wonder oh, sometimes I really think this sycophants no get better things to think upon.",0,"Bayelsa State, Nigeria"
374,@thecableng @NGSuperEagles @thenff This is not so pose to happen.. Vent your anger using the right source and not on the innocent stadium. The will use the  money the borrow now to repair it. Wen we are so pose to do better things with our money.,0,"Jos, Nigeria"
375,"@channelstv Any one called Adamu in APC should not come and tell us anything about better things being done, we are already suffering from the Adamu called minister of Education😎",1,"Federal Capital Territory, Nig"
376,"To my brother and friend @DOlusegun thank you for your message, the message of hope and the message unity. It’s so encouraging! Better things ahead, in Sha Allah.",825,"📍Abuja, Nigeria"
377,"""Whenever you feel lost, remember this: there
are still over 7 billion people in the world left
for you to meet. There are nearly two hundred
beautiful countries for you to explore. There
are so many new exciting foods you haven't
tried yet. Better things will be here soon.",1,"Gombe, Nigeria"
378,"There are far, far better things ahead than any we leave behind ... 

Don't give up on becoming a better version of yourself on a daily basis.",1,"Federal Capital Territory, Nig"
379,"@ShehuSani Yes Sir, better things are still coming ahead",0,Nigeria
380,"@Mareeyama The man's ego will crash soon. As for HBU, better things await her. HBU gave her all for PMB's reelection. But it seems the President is not abreast with happenings in his own backyard.",0,Minna
381,"Blessed are they who are not giving to drama and pettiness

There are better things to derive pleasure from",4,Abuja
382,@elvisnwanja @abujastreets @Mayordeyforyou Tag me to better things abeg,0,Federal Capital Territory
383,"@instablog9ja Red flags everywhere..... The man doesn't love you, he is wicked and immature and he would show you pepper if you end up with him in marriage. Your niece is your responsibility and she would bring you better things and favour in life.",1,"Abuja, Nigeria"
384,@SAMUELJUSTUS5 @DeraNwako But seriously Dalot did well on loan at AC and he might get a nod ahead tonight which if he takes well could be the beginning of better things at RB for United.,1,Nigeria
385,@diiiddii i’m focusing on better things🙏🏽,0,ABV
386,"Of Course, the DSS have no better things to do.

As has been the case with this administration, always fighting the losing battle with the forces of demand and supply.",1,In the Tropics
387,@kaytennight @Ugoeze_Imolite Save your energy for better things jare 😁,1,Abuja
388,"""Good things come to people who wait, but better things come to those who go out and get them."" --Anonymous.",0,"Federal Capital Territory, Nig"
389,"@norquer On still I hope he does better things 4 the state.

Like better transport system, affordable housing and avenue to increase internally generated revenue to bring the state to some limelight.

Paying salary before time is just a scam, why Lagos never tried am(remba LAG no dey owe)",0,Anywhere you can imagine!
390,Better things are coming.,0,"Lagos, Nigeria"
391,@_DammyB_ @The_amakaa Clearing way for even better things. Keep on keeping on 🙏🏾,0,"Abuja, Nigeria"
392,@whytehanni Yes ooo my body no Dey reject better things ooo,0,"Federal Capital Territory, Nig"
393,"You guys should be focusing on how to make money and do better things, you're busy banting Manchester united. Wasting your time on social media, bastards.",2,"Abuja, Nigeria"
394,"Good things come to those who wait. 
Better things come to those who work for it.",10,"Freehold, NJ"
395,"It’s so funny how some people are so invested in the lives of celebrities and the likes.They literally live their lives for these people. 
I have way better things to do with my time than spend it talking about people who have no idea of my existence &amp; trying to be like them😂",0,
396,"I’m off to better things
I’m only doing shit that’s gonna make me elevate !!!",0,"Abuja, Nigeria"
397,@Breeemxy Lots of Girls don't know better things. You have sweet taste 😋 😂,1,Nigeria🇳🇬
398,"Oh Yeah. We made it. 😍

Someone who knows better things. 🤐",1,Nigeria🇳🇬
399,On To Bigger And Better Things,1,
400,You know better things 😀,0,Nigeria🇳🇬
401,@YeleSowore @MBuhari @DrIsaPantami @GarShehu Gbiyou never have a better things to post since I know you,1,"Federal Capital Territory, Nig"
402,"The BLOOD that speaks better things than the blood of Abel, The BLOOD of Jesus!!!!!!🙌🙌🙌🙌🔥",48,"Abuja, Nigeria"
403,@sidramatics Because him no get better things to worry about Atm 🙄🙄😒😒😒😒,0,"Abuja, Nigeria"
404,"Dr. Swandy Banta takes the Bible Reading 
Text: Psalms 136:1-26
Preferred Version: NKJV

Oh, give thanks to the Lord, for He is good! For His mercy endures forever.
Oh, give thanks to the God of gods! For His mercy endures forever... https://t.co/HXJ9pGeLwt",0,"Jos, Nigeria"
405,"@majesty00 Not saying it’s not a good movie, it is. But your favorite film? 😑 you’d rewatch it on a casual Sunday afternoon? I can rewatch the lord of the rings, countless times it’s an oldie but you see that The Godfather… 😑",0,"Abuja, Nigeria"
406,@_rookevwe @Ufuomanajite The Lord is good,0,Abuja
407,"@Preach_DGospel I join my faith with yours that the good Lord will use you as a point of contact to bring any one that is destined for eternity into his kingdom. Stay strong and safe, in Jesus might name. Amen",1,"Abuja, Nigeria"
408,@lord_OboteAyo This video is very sus but the move looks good ngl,0,"Abuja, Nigeria"
409,"@AtoyebiPaulB Praising tha with all my heart , praising tha lord with all my heart always hallelujah my lord is good.",0,"Jos, Nigeria"
410,"*GOOD SHEPHERD / LAST SUNDAY OF THE MONTH CONFERENCE .*  

*HALLELLUYAH!!! TO JESUS* 

 *GET READYY FOR THE GOOD SHEPHERD CONFERENCE* 

""The LORD is my shepherd, I lack nothing. He makes me lie down in green pastures, he leads me beside quiet waters......""
(Psalms 23:1-2) https://t.co/csXXh9WXn1",0,Abuja 
411,"@dnnams Infringed? How? Now, I see your perspective. I even thought we were  having a decent conversation. Infringed? Is this a joke?
'If you are willing to offer pro Bono service for INEC, pls indicate.' 
You call this infringement?
Good night bro.",0,Abuja
412,"This Is Not A Good News Coming From Zamfara. Lord, Have Mercy!",0,"Abuja, Nigeria"
413,Good Lord! This is the Abuja turnout for a Super Eagles game? Poor. Very poor.,3,"Abuja, Nigeria"
414,Devil does not have anything good to offer you. Devil deceives you in order to take you to HELL fire. Please make up your mind today to leave devil and come back to your creator. Repent from your sinful ways today and accept Jesus Christ as your Lord and savior. Chosen is blessed,0,"Abuja, Nigeria"
415,"Day 84
The lord is good and his love endures forever.",0,"Abuja, Nigeria"
416,"Satan is not made in the Image of God; he does not have the creativity of the LORD like mankind does, but he is cunning enough to work the creativity of God in mankind through  brilliant ideas and good intentions for destruction. 
To be opposed to God is to be destructive.",4,"Abuja, Nigeria"
417,"Whatever marketing and advertisement plan @ourpaydayHQ  is using is definitely working. Good Lord! Their ads are all over my timeline, everywhere I go like MTN.",0,Abuja
418,""" He who finds a wife finds a good thing and obtains favour from the LORD"".

It didn't say husband it said WIFE for a reason. Women are favoured and blessed by God 💯.  A good woman is a treasure, a blessing, a queen to behold.",37,"Jos, Nigeria"
419,"Wait o
Festus Kenyamo is truly the Federal Minister for Labour and Employment in this country and has been 100% campaigning for APC, writing petition that isn't worthy while unemployment is sinking the country to the ground. 

May the good lord punish you wherever you are sir",40,"Abuja, Nigeria"
420,"@HiikyaaTor @chude__ BROther The LORD is your strength. Keep the good work going, when and how it pays think not. But surely ur rewards are sure and quick. Note!",0,Abuja Nigeria 
421,"@_weyimi Just imagine the pains, Thank God he is alive to testify the good works of the lord through the Obidients family",0,"Abuja, Nigeria"
422,@is_salsu May the lord continue to bless your good heart ma 💕🥰,0,Abuja
423,"The Lord is good to all and His tender mercies are over all His works. Psalm 145:9

#GlobalCrusadewithKumuyi",1,Abuja
424,"Trust me, she knows what she’s talking about. I’ve tasted n can testify that the Lord is good 😋",3,"Federal Capital Territory, Nigeria"
425,@Ifeade_Lu Our Lord is good dear,0,Abuja
426,"""And We have made some of you [people] as trial for others - will you have patience? And ever is your Lord, Seeing."" (Quran 25:20)

""And whoever volunteers good - then indeed, Allah is appreciative and Knowing."" (Quran 2:158)

Musah, Abdulmumini Yakubu",0,"Abuja, Nigeria"
427,"@jayfmjos @theseniorwoman @EmmyUmesi Good morning @jayfmjos thank God is Friday.

Call my in-law on 08100296623(mummy Edino-Abasi) and wish her happy birthday on behalf of my niece, she is one year today. The Lord bless you and keep you, amen. From James Obongette. Shout out to you all.",0,"Jos, Nigeria"
428,"@dammydudu @_spiriituaL please sir this would look good on @MizBee30 if a female version is available (I guess this can even go as unisex), but if na for only males, then I believe @ConvertOdds would look nice in it.",0,"Abuja, Nigeria"
429,"Rabbanaa ‘aatinaa fid-dunyaa hasanatan wa fil-‘aakhirati hasanatan wa qinaa ‘athaaban-naar. 

Lord, give us in this world and in the Hereafter, that which is good. Ramadhan Kareem!",1,"Abuja, Nigeria"
430,@optamasting @BM_Akus The gun is as dangerous as the man behind it. Take the 10th generations weapons &amp; give em to I’ll trained personnel &amp; watch men with fewer strength but better training destroy them with pistols. Getting weapons is good but learning to optimise the ones available is the real deal,2,Federal Capital Territory
431,"PRAISE! PRAISE!! PRAISE!!!
Glory is to the King, the Holy. (Three times and raise and extend the voice on the third time and say...)(1)
Lord of the angels and the Spirit.(2)
More blessings from above.
Good Morning 
Happy Juma’at (Friday) Ramadan greetings. 
Peace And Love Always.",0,London/Abuja
432,"@TalentedFBG Today is her birthday? I was unaware.
Birthday blessings to her, I wish her good health, long life, joy, peace, happiness and all the good things which this life has to offer. May the mercies, goodness, favours and everlasting blessings of the Lord be with her always.
AMEN 🙏 🙏",0,"Abuja, Nigeria"
433,"@DonBosc95046928 Other politicians don't care abt d hurt citizens go thrgh during an election. All they care abt is their selfish victory whether by crook or crude. Our pain is our cup of tea. Lord heal our hearts &amp; wounds, grant victims who died in dis course PP &amp; bless good-hearted politicians.",1,"Jos, Nigeria"
434,"82/365 

I am not an afterthought. Good things last in my hands. 
The peace of the Lord surrounds me, my life is a gift to humanity. I am an extension of God’s hands in my time. I will enjoy life fully and with wisdom and grace.  
Miracles are within me, all the days of my life.",0,"Abuja, Nigeria"
435,"It takes an uncommon depth of belief to be a cheerful giver, especially of good things, and in trying times.

Our belief, trusting to obey at all times is good worship to the LORD.",0,"Abuja, Nigeria"
436,"@Nmaunique1 @jane_fblog It is a big deal.

But yeah, our Good Lord will forgive you.

But you have to start today, be deliberate about it.

You can fast, especially tomorrow being Friday.

And most importantly, look for a Priest to go to confession.

Confession is important enough for you to skip work.",0,Abuja
437,"@JamesMelville He is a good friend of the Chicago drug lord Tinubu who they rigged election for in nigeria &amp; stole peoples mandate to favor his business partner,he is the only Pm that congratulated the drug lord and endorsed the fraud they call election, is obvious he(Rishi Sunak)is fraudulent",0,Abuja
438,"@DOlusegun The person you called drug lord in 2011 or another person
Belly politics is not good https://t.co/v9IwI9P388",22,Abuja
439,"@doyinokupe Happy Birthday Sir 🎂 

I join you in glorifying a mighty God who is a miracle worker through and through.

May the good Lord who has given you life continue to sustain you by his glorious mercy.

Have a blissful celebration 🎈",2,"Abuja, Nigeria"
440,"Sir congratulations hurray@71and your testimony is inspiring and encouraging I pray the good Lord bless you with longevity of life and abounds prosperity,happy birthday",0,"Jos, Nigeria"
441,"God is good. He has done me well. Oh my soul, rise up and praise the Lord.",3,"Abuja, Nigeria"
442,"The Lord is kind and full of compassion, slow to anger, abounding in mercy. How good is the Lord to all, compassionate to all his creatures.",5,"Abuja, Nigeria"
443,@ferg_ie2 The lord is always good 😭 help my life tho,0,"Abuja, Nigeria"
444,"@Jack_ng01 May the good Lord unheavy the load in your heart 🙏
It is well!!!",0,"Abuja, Nigeria"
445,Yes Lord 🥰💃🏾💃🏾💃🏾 so happy for my girl. God is good 🙏🏾,0,Abuja
446,"""There failed not ought of any good thing which the LORD had spoken unto the house of Israel; all came to pass."" (Joshua 21:45). God is faithful. When He promises a thing, He brings it to pass. If He had said anything to you, just as He made good promises to the children of .../2",32,"Abuja, Nigeria"
447,"@biggestmike01 @Topboytips For those who would like to apply for the NDLEA job, this is the advertisement.
Good luck. https://t.co/7XQu55JzUx",0,"Abuja, Nigeria"
448,"Isaiah 60:1  Arise, shine; for thy light is come, and the glory of the LORD is risen upon thee.
Good morning 🌞",0,"Jos, Nigeria"
449,"@berbzz_ @channelstv Let him go and rest , we don’t care who is senate President,  of what use is he to the betterment of Nigeria, when a known drug lord is president select &amp; an extremist his vice.wit messed up judiciary &amp; police. if Nigeria burn,we all go suffer am ,if e good, na still we all.",0,"Abuja, Nigeria"
450,"The Lord is Good and his mercies endures forever! 
Nigeria the lord is good and his mercies endures forever. 🙌🙌",1,"Abuja, Nigeria"
451,@peace_igho Leave serenren abeg. The lord is good,0,"Abuja, Nigeria"
452,"Psalms 84:11 
""For the Lord God is a sun and shield;
The Lord will give grace and glory;
No good thing will He withhold
From those who walk uprightly.""

Our job is to walk uprightly. God will fulfill his side of the deal.",0,"Abuja, Nigeria"
453,"I CALL YOU BLESSED
To the woman who work tirelessly to see that her home falls not asunder. To the woman who despite the storms of life and the devices of darkness is able to bring up her children in the way of the Lord.
Happy mothering Sunday to my mom and other good mothers.",0,"Jos, Nigeria"
454,"@ChristineBrejc1 @HDCDimithriP God's will is good health, He will surely visit you and grant you healing through Jesus Christ our Lord.",1,"Abuja, Nigeria"
455,@Obinna_esq This is good news,0,Abuja FCT
456,@Udoh1Udoh @ruffydfire That is your wish and may the good lord grant you,0,"Abuja, Nigeria"
